zone_name,start_time,end_time,duration_s,name_sat_doing_observation
Sahara_Algeria,2026-04-14T02:17:48.776867160389549088Z,2026-04-14T02:37:54.19514995112479664Z,1048.663509175165,Sat_real_1
Arabian_Peninsula,2026-04-14T02:30:41.963207132781128166Z,2026-04-14T02:49:52.48717395366987328Z,1150.5239668208887,Sat_real_1
Bay_of_Bengal,2026-04-14T02:43:01.117765874283242752Z,2026-04-14T03:02:49.632844169116317056Z,1092.1631973950161,Sat_real_1
South_China_Sea,2026-04-14T02:50:46.499125456900976128Z,2026-04-14T03:09:25.015863778882368936Z,962.194314579111,Sat_real_1
Indonesia,2026-04-14T02:51:17.851816589472611664Z,2026-04-14T03:11:18.233179992346442304Z,1200.3813634028738,Sat_real_1
Equator_Pacific,2026-04-14T03:23:22.577812812117947008Z,2026-04-14T03:32:13.72245010726113104Z,429.5756130398404,Sat_real_1
Mexico_Gulf,2026-04-14T03:49:31.903435696900152832Z,2026-04-14T04:07:15.873135837571346208Z,936.57446052874,Sat_real_1
Amazon_Brazil,2026-04-14T03:52:08.222008792091975904Z,2026-04-14T04:10:08.651012079708045376Z,893.1731311324811,Sat_real_1
Gulf_of_Guinea,2026-04-14T04:17:52.44303483838815008Z,2026-04-14T04:28:04.845219664208008912Z,612.4021848258199,Sat_real_1
Sahara_Algeria,2026-04-14T04:13:14.953991409705515253Z,2026-04-14T04:32:36.688712229058757664Z,1048.663509175165,Sat_real_1
Congo_Basin,2026-04-14T04:27:47.76706098441139328Z,2026-04-14T04:35:06.895673194468719888Z,439.1286122100573,Sat_real_1
Arabian_Peninsula,2026-04-14T04:25:35.754181806963635616Z,2026-04-14T04:45:18.182792418135824832Z,1182.4286106111722,Sat_real_1
Bay_of_Bengal,2026-04-14T04:38:31.806491036409744992Z,2026-04-14T04:56:17.000813761938508832Z,1065.1943227255288,Sat_real_1
South_China_Sea,2026-04-14T04:48:52.953530170283222106Z,2026-04-14T05:00:08.863557468711980624Z,640.5935981159964,Sat_real_1
Indonesia,2026-04-14T04:47:08.428212314569129344Z,2026-04-14T05:05:06.814481001203268528Z,1078.3862686866341,Sat_real_1
Equator_Pacific,2026-04-14T05:19:36.679178586976951904Z,2026-04-14T05:30:27.642744600858015488Z,625.4011346492916,Sat_real_1
Amazon_Brazil,2026-04-14T05:51:42.391374890362960256Z,2026-04-14T05:58:37.650965639868110912Z,415.25959074950515,Sat_real_1
Mexico_Gulf,2026-04-14T05:42:00.8340674104525824Z,2026-04-14T06:02:13.590065303714829504Z,1058.8468633506272,Sat_real_1
Gulf_of_Guinea,2026-04-14T06:13:21.765027530903927968Z,2026-04-14T06:25:46.527725706042139776Z,744.7626981751382,Sat_real_1
Sahara_Algeria,2026-04-14T06:08:13.54461917938682016Z,2026-04-14T06:27:53.56341120565560416Z,1048.663509175165,Sat_real_1
Congo_Basin,2026-04-14T06:19:48.987888587287336124Z,2026-04-14T06:35:57.283466848076961472Z,968.2955782607896,Sat_real_1
Arabian_Peninsula,2026-04-14T06:20:47.70919531801121776Z,2026-04-14T06:38:51.237807852584985088Z,1083.5286125345738,Sat_real_1
East_Africa,2026-04-14T06:25:00.693118796303344416Z,2026-04-14T06:40:22.401272820059268288Z,921.7081540237559,Sat_real_1
Bay_of_Bengal,2026-04-14T06:37:33.062302767064131328Z,2026-04-14T06:48:50.954369636192161124Z,434.74766672391706,Sat_real_1
Indonesia,2026-04-14T06:45:44.2257576721145888Z,2026-04-14T06:57:24.17739389047131408Z,678.7044360326472,Sat_real_1
Equator_Pacific,2026-04-14T07:12:49.564633630861528192Z,2026-04-14T07:30:21.402209356614213888Z,1041.2535125469003,Sat_real_1
Mexico_Gulf,2026-04-14T07:37:03.06866957712703152Z,2026-04-14T07:57:09.09353365882055368Z,1058.8468633506272,Sat_real_1
Sahara_Algeria,2026-04-14T08:03:06.633217104140960128Z,2026-04-14T08:21:55.473722894804843264Z,1048.663509175165,Sat_real_1
Gulf_of_Guinea,2026-04-14T08:06:58.156924352418747744Z,2026-04-14T08:25:37.453698459901381312Z,1119.2967741074826,Sat_real_1
Arabian_Peninsula,2026-04-14T08:18:39.804328280186047776Z,2026-04-14T08:28:24.008914945062890184Z,441.8572198028414,Sat_real_1
Congo_Basin,2026-04-14T08:13:10.678886437604553056Z,2026-04-14T08:33:02.594265794553968576Z,1092.7850155023216,Sat_real_1
East_Africa,2026-04-14T08:17:40.724820828186813728Z,2026-04-14T08:37:35.075826704179809888Z,1135.378897197109,Sat_real_1
Indonesia,2026-04-14T08:46:29.431987662564672064Z,2026-04-14T08:56:10.284944466924236608Z,470.6760315431311,Sat_real_1
Equator_Pacific,2026-04-14T09:06:37.365842062301118848Z,2026-04-14T09:27:28.321688468529493568Z,1206.4432167343693,Sat_real_1
Mexico_Gulf,2026-04-14T09:33:13.882690820949967024Z,2026-04-14T09:51:23.503575654756452416Z,1058.8468633506272,Sat_real_1
Sahara_Algeria,2026-04-14T09:59:27.680460702298325472Z,2026-04-14T10:13:29.206983754423737984Z,834.584651566438,Sat_real_1
Gulf_of_Guinea,2026-04-14T10:01:12.8488295901385136Z,2026-04-14T10:21:03.880077620980620848Z,1125.3449367797784,Sat_real_1
Congo_Basin,2026-04-14T10:08:28.829376736107980832Z,2026-04-14T10:27:15.967622881585732102Z,1092.7850155023216,Sat_real_1
East_Africa,2026-04-14T10:12:48.487744839212275136Z,2026-04-14T10:32:10.080387658852152528Z,1135.378897197109,Sat_real_1
Indonesia,2026-04-14T10:42:24.59205673924373696Z,2026-04-14T10:54:19.841693291838630096Z,499.5857560405275,Sat_real_1
Equator_Pacific,2026-04-14T11:02:17.92953290535445558Z,2026-04-14T11:21:31.23087688904855168Z,1096.8135541010488,Sat_real_1
Mexico_Gulf,2026-04-14T11:28:55.151137892904109312Z,2026-04-14T11:47:44.984694915836036672Z,1058.8468633506272,Sat_real_1
Amazon_Brazil,2026-04-14T09:52:56.198404833766864608Z,2026-04-14T11:59:49.750973034051305152Z,300.9060559137797,Sat_real_1
Gulf_of_Guinea,2026-04-14T11:57:48.440073079769383168Z,2026-04-14T12:14:09.721920421082933888Z,981.2818473413136,Sat_real_1
Congo_Basin,2026-04-14T12:06:28.991278834660653956Z,2026-04-14T12:20:33.5017970524983248Z,801.5468680894483,Sat_real_1
East_Africa,2026-04-14T12:09:57.762652967086643904Z,2026-04-14T12:27:43.119770927352539744Z,984.8167951399737,Sat_real_1
Indonesia,2026-04-14T12:35:45.288740266105043712Z,2026-04-14T12:53:46.439893611893814528Z,1078.4234433899328,Sat_real_1
South_China_Sea,2026-04-14T12:41:11.903448541879362896Z,2026-04-14T12:55:01.049605712350632528Z,772.9549662558129,Sat_real_1
Equator_Pacific,2026-04-14T13:00:50.097033802366815504Z,2026-04-14T13:12:19.424383073730161408Z,689.3273492713633,Sat_real_1
Mexico_Gulf,2026-04-14T13:23:49.18882507352612448Z,2026-04-14T13:43:32.234648892071738368Z,1058.8468633506272,Sat_real_1
Amazon_Brazil,2026-04-14T13:35:49.212619084942736672Z,2026-04-14T13:55:25.437562898439529792Z,1176.2249438134968,Sat_real_1
Gulf_of_Guinea,2026-04-14T13:57:47.37424797953793312Z,2026-04-14T14:08:43.851777324472670448Z,622.3118890552287,Sat_real_1
Congo_Basin,2026-04-14T14:06:37.900781836416746952Z,2026-04-14T14:18:09.724416983748262272Z,592.5670915773517,Sat_real_1
East_Africa,2026-04-14T14:07:21.336625227564247296Z,2026-04-14T14:24:01.511739961116865728Z,909.7295915265131,Sat_real_1
Bay_of_Bengal,2026-04-14T14:30:27.921768670899502468Z,2026-04-14T14:42:50.519123532261466624Z,655.2477438119313,Sat_real_1
Indonesia,2026-04-14T14:29:42.241991601125511808Z,2026-04-14T14:50:39.092893152968492352Z,1208.8249773938078,Sat_real_1
South_China_Sea,2026-04-14T14:33:19.963715896728564985Z,2026-04-14T14:53:16.647559135298826752Z,988.0020732509356,Sat_real_1
Equator_Pacific,2026-04-14T15:02:33.518842662413255296Z,2026-04-14T15:07:50.904943899169331416Z,317.3861012367561,Sat_real_1
Mexico_Gulf,2026-04-14T15:18:56.346625227922806528Z,2026-04-14T15:37:20.813455956163699744Z,1058.8468633506272,Sat_real_1
Amazon_Brazil,2026-04-14T15:30:40.905767232504906136Z,2026-04-14T15:50:02.378635017133667136Z,1161.4728677846288,Sat_real_1
Congo_Basin,2026-04-14T16:03:33.06369492519809864Z,2026-04-14T16:15:21.917357498872326688Z,476.64090061224124,Sat_real_1
East_Africa,2026-04-14T16:03:03.336864957023528384Z,2026-04-14T16:21:31.716287944732932384Z,1086.9288722000056,Sat_real_1
Bay_of_Bengal,2026-04-14T16:21:57.498731971941771904Z,2026-04-14T16:41:30.901548330633551816Z,1099.4367134485856,Sat_real_1
Indonesia,2026-04-14T16:25:38.738968864772352384Z,2026-04-14T16:44:23.182929605177952896Z,1070.5101061919413,Sat_real_1
South_China_Sea,2026-04-14T16:28:00.875289531342452384Z,2026-04-14T16:48:29.53308675867959392Z,988.0020732509356,Sat_real_1
Equator_Pacific,2026-04-14T16:58:58.0776038287782576Z,2026-04-14T17:07:29.080809685086598624Z,511.00320585630834,Sat_real_1
Mexico_Gulf,2026-04-14T17:16:35.439172135132714176Z,2026-04-14T17:27:34.145139642414171264Z,604.6957407393638,Sat_real_1
Amazon_Brazil,2026-04-14T17:28:09.417259563958970816Z,2026-04-14T17:44:06.706263326812069856Z,901.6069870483625,Sat_real_1
Gulf_of_Guinea,2026-04-14T17:55:54.640974722065613632Z,2026-04-14T18:06:14.456664737653802176Z,434.07772373802436,Sat_real_1
Congo_Basin,2026-04-14T17:57:14.274424949142150592Z,2026-04-14T18:14:56.177496103007462816Z,1050.7800840636046,Sat_real_1
East_Africa,2026-04-14T17:57:37.504516306745819776Z,2026-04-14T18:18:28.915157285480410792Z,1174.116815679261,Sat_real_1
Arabian_Peninsula,2026-04-14T18:10:31.107769351195776832Z,2026-04-14T18:23:20.372286807343363776Z,712.2496992354718,Sat_real_1
Indonesia,2026-04-14T18:24:30.797458724560448896Z,2026-04-14T18:34:33.69529391517210752Z,602.8978351906117,Sat_real_1
Bay_of_Bengal,2026-04-14T18:16:19.986010275771724992Z,2026-04-14T18:36:54.181071686854586016Z,1099.4367134485856,Sat_real_1
South_China_Sea,2026-04-14T18:24:57.2762075889528496Z,2026-04-14T18:41:29.06967854408652056Z,988.0020732509356,Sat_real_1
Equator_Pacific,2026-04-14T18:51:41.620073635631008064Z,2026-04-14T19:07:43.89697809661959764Z,962.2769044609886,Sat_real_1
Amazon_Brazil,2026-04-14T19:27:24.137898348771734176Z,2026-04-14T19:36:19.647136842327774528Z,490.13160879770294,Sat_real_1
Gulf_of_Guinea,2026-04-14T19:47:36.25162513115140608Z,2026-04-14T20:04:31.386000022239051776Z,1000.6812625977473,Sat_real_1
Congo_Basin,2026-04-14T19:51:08.541916533174691712Z,2026-04-14T20:12:02.010405252270749768Z,1209.1536004165537,Sat_real_1
East_Africa,2026-04-14T19:52:55.86615916173253208Z,2026-04-14T20:12:45.819276892614318064Z,1136.2546538013703,Sat_real_1
